UTCDateTime,mac_address,firmware_ver,hardware,current_temp_f,current_humidity,current_dewpoint_f,pressure,adc,mem,rssi,uptime,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,pm2.5_aqi_cf_1,pm2.5_aqi_atm,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1_b,pm2_5_cf_1_b,pm10_0_cf_1_b,pm1_0_atm_b,pm2_5_atm_b,pm10_0_atm_b,pm2.5_aqi_cf_1_b,pm2.5_aqi_atm_b,p_0_3_um_b,p_0_5_um_b,p_1_0_um_b,p_2_5_um_b,p_5_0_um_b,p_10_0_um_b,gas
2021/10/08T20:08:38z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,83,45,59,990.73,0.05,36504,0,957,11.53,20.09,21.93,11.53,20.09,21.93,68,68,2167.68,624.89,152.98,11.82,1.30,0.35,12.18,19.82,21.96,12.18,19.82,21.96,67,67,2117.57,631.95,145.23,10.89,3.91,0.50,
2021/10/08T20:10:38z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,85,43,60,990.65,0.05,36504,0,1077,10.75,18.46,20.12,10.75,18.46,20.12,64,64,1989.05,581.82,139.96,9.16,1.51,1.33,11.50,19.77,21.48,11.50,19.77,21.48,67,67,2001.05,599.71,156.64,12.23,2.82,0.71,
2021/10/08T20:12:38z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,83,43,58,990.74,0.05,36504,0,1197,11.32,18.64,19.32,11.32,18.64,19.32,65,65,2110.98,608.77,143.45,7.68,0.68,0.50,11.67,21.28,22.35,11.67,21.28,22.35,70,70,2147.42,645.12,160.86,13.58,1.79,0.56,
2021/10/08T20:14:35z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,84,43,59,990.71,nan,36656,0,117,10.67,17.76,21.14,10.67,17.76,21.14,63,63,2044.71,593.62,132.24,10.48,5.24,1.10,11.93,19.12,20.98,11.93,19.12,20.98,66,66,2110.43,624.25,142.62,11.10,2.95,0.80,
2021/10/08T20:16:35z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,85,43,60,990.70,0.05,36504,0,237,10.39,17.55,19.59,10.39,17.55,19.59,62,62,1999.55,573.36,131.30,10.54,1.32,1.14,11.78,19.64,21.22,11.78,19.64,21.22,67,67,2100.26,618.71,158.24,11.81,2.62,0.62,
2021/10/08T20:18:35z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,84,44,59,990.69,0.05,36504,0,357,11.38,17.53,18.84,11.38,17.53,18.84,62,62,2059.03,595.84,127.14,8.00,1.17,0.17,12.22,21.22,22.24,12.22,21.22,22.24,70,70,2208.98,657.98,165.36,10.91,1.42,0.18,
2021/10/08T20:20:35z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,85,43,60,990.65,0.05,36504,0,477,10.62,18.03,19.70,10.62,18.03,19.70,63,63,1961.65,579.10,137.53,8.60,1.90,0.67,11.84,19.19,20.65,11.84,19.19,20.65,66,66,2050.84,608.07,143.88,11.53,2.60,0.39,
2021/10/08T20:22:35z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,85,41,59,990.57,0.05,36504,0,597,10.35,17.25,19.77,10.35,17.25,19.77,62,62,1994.00,569.46,125.82,13.02,2.67,1.72,11.29,18.12,19.26,11.29,18.12,19.26,64,64,2047.76,597.19,133.45,8.21,1.69,0.14,
2021/10/08T20:24:35z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,85,41,58,990.56,0.05,36504,0,717,10.00,15.96,17.38,10.00,15.96,17.38,59,59,1922.18,544.33,117.35,8.55,1.13,0.95,11.24,17.75,18.54,11.24,17.75,18.54,63,63,1995.76,590.36,133.20,8.58,1.02,0.10,
2021/10/08T20:26:35z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,86,41,59,990.54,0.05,36504,0,837,10.63,15.83,17.42,10.63,15.83,17.42,59,59,1871.49,539.39,108.53,8.75,1.56,1.25,10.67,17.48,19.28,10.67,17.48,19.28,62,62,1940.95,575.38,135.79,11.66,3.00,0.41,
2021/10/08T20:28:35z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,86,39,58,990.49,0.05,36504,0,957,10.25,17.56,19.95,10.25,17.56,19.95,62,62,1924.98,564.19,135.80,10.64,2.81,1.69,10.71,18.93,20.85,10.71,18.93,20.85,65,65,1952.84,584.38,151.55,13.87,2.40,0.29,
2021/10/08T20:30:35z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,86,39,58,990.47,0.05,36504,0,1077,9.91,17.09,19.46,9.91,17.09,19.46,61,61,1905.79,543.37,136.96,11.40,2.42,0.88,10.69,17.86,19.31,10.69,17.86,19.31,63,63,1926.61,568.47,135.53,13.83,2.20,0.03,
2021/10/08T20:32:35z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,86,40,59,990.50,0.05,36504,0,1197,9.49,16.64,18.44,9.49,16.64,18.44,61,61,1817.56,528.91,119.29,11.67,1.78,0.84,9.53,15.31,18.14,9.53,15.31,18.14,58,58,1774.42,522.27,108.32,11.53,4.24,1.22,
2021/10/08T20:34:34z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,87,40,59,990.48,nan,36656,0,117,9.62,15.40,16.02,9.62,15.40,16.02,58,58,1779.86,511.14,101.29,8.10,0.81,0.00,10.55,15.50,17.10,10.55,15.50,17.10,58,58,1805.78,518.22,106.22,10.25,2.05,0.50,
2021/10/08T20:36:34z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,86,39,58,990.41,0.05,36568,0,237,10.53,17.11,18.62,10.53,17.11,18.62,62,62,1872.71,548.69,120.13,7.53,1.71,0.73,10.27,17.34,19.25,10.27,17.34,19.25,62,62,1864.47,540.27,129.51,11.49,2.95,1.36,
2021/10/08T20:38:34z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,87,39,59,990.34,0.05,36568,0,357,11.76,18.57,19.95,11.76,18.57,19.95,65,65,2084.22,609.26,131.19,9.10,1.79,0.83,11.14,21.21,22.64,11.14,21.21,22.64,70,70,2125.12,621.05,168.48,14.62,2.18,1.04,
2021/10/08T20:40:34z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,86,40,58,990.35,0.05,36504,0,477,10.58,17.63,18.68,10.58,17.63,18.68,63,63,1945.20,557.90,134.83,9.13,0.67,0.00,11.04,17.42,18.84,11.04,17.42,18.84,62,62,2005.96,585.25,122.71,11.42,2.04,0.98,
2021/10/08T20:42:34z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,86,40,59,990.41,0.05,36504,0,597,10.77,16.86,18.30,10.77,16.86,18.30,61,61,1912.84,553.67,110.86,8.84,1.89,1.16,10.75,17.31,18.73,10.75,17.31,18.73,62,62,1934.64,577.98,121.86,13.75,2.51,0.27,
2021/10/08T20:44:34z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,86,40,59,990.32,0.05,36504,0,717,9.84,15.44,16.64,9.84,15.44,16.64,58,58,1859.07,527.62,103.07,8.58,1.45,0.18,9.81,16.51,18.07,9.81,16.51,18.07,60,60,1847.05,537.18,118.18,9.40,2.14,0.35,
2021/10/08T20:46:34z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,85,40,58,990.34,0.05,36504,0,837,10.55,16.86,18.38,10.55,16.86,18.38,61,61,2029.55,574.59,122.95,9.21,1.55,0.97,10.30,17.53,18.37,10.30,17.53,18.37,62,62,1860.79,545.77,134.67,7.16,1.51,0.35,
2021/10/08T20:48:34z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,85,40,58,990.35,0.05,36504,0,957,10.51,17.17,18.34,10.51,17.17,18.34,62,62,2016.46,574.46,121.86,8.78,0.98,0.71,11.43,19.30,20.26,11.43,19.30,20.26,66,66,2030.11,606.13,141.89,8.85,1.56,0.37,
2021/10/08T20:50:34z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,86,39,58,990.39,0.05,36504,0,1077,9.19,14.47,16.16,9.19,14.47,16.16,56,56,1699.91,494.88,100.84,9.34,1.97,1.10,10.29,15.98,17.60,10.29,15.98,17.60,59,59,1819.91,544.48,110.48,8.71,3.00,0.00,
2021/10/08T20:52:34z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,86,39,58,990.33,0.05,36504,0,1197,10.41,18.32,19.88,10.41,18.32,19.88,64,64,2023.55,585.23,127.21,13.07,2.07,0.00,11.19,16.05,17.59,11.19,16.05,17.59,59,59,1994.02,577.64,119.19,5.41,2.24,0.97,
2021/10/08T20:54:31z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,88,38,59,990.40,nan,36656,0,117,10.20,17.66,19.76,10.20,17.66,19.76,63,63,1934.20,547.85,133.41,10.83,2.15,1.17,10.57,16.40,17.67,10.57,16.40,17.67,60,60,1842.15,546.17,111.35,7.35,1.90,1.30,
2021/10/08T20:56:31z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,87,39,59,990.40,0.05,36568,0,237,11.22,18.61,20.63,11.22,18.61,20.63,65,65,2100.78,599.07,143.07,10.19,2.78,0.56,10.90,17.84,20.14,10.90,17.84,20.14,63,63,1983.93,591.76,136.09,10.55,3.72,0.48,
2021/10/08T20:58:31z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,87,39,59,990.40,0.05,36256,0,357,11.43,20.61,23.23,11.43,20.61,23.23,69,69,2155.77,614.64,153.23,15.46,2.54,1.39,12.11,22.25,25.80,12.11,22.25,25.80,72,72,2215.91,663.07,173.05,15.69,4.87,2.00,
2021/10/08T21:00:31z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,84,42,58,990.44,0.05,36568,0,477,11.98,20.22,23.22,11.98,20.22,23.22,68,68,2225.49,644.68,160.39,12.27,3.02,1.15,12.85,22.22,23.54,12.85,22.22,23.54,72,72,2265.33,668.15,169.28,12.67,1.96,0.96,
2021/10/08T21:02:31z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,84,43,59,990.40,0.05,36568,0,597,11.96,20.51,22.33,11.96,20.51,22.33,69,69,2272.11,660.12,150.84,13.58,2.63,0.53,13.32,23.14,25.34,13.32,23.14,25.34,74,74,2364.11,701.79,183.20,12.73,3.64,1.11,
2021/10/08T21:04:31z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,82,43,57,990.47,0.05,36568,0,717,10.67,17.74,19.78,10.67,17.74,19.78,63,63,2045.17,582.93,137.54,10.78,2.19,1.41,11.69,19.71,21.34,11.69,19.71,21.34,67,67,2161.53,638.19,136.24,12.58,2.61,0.17,
2021/10/08T21:06:31z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,83,44,58,990.46,0.05,36568,0,837,12.02,20.00,21.37,12.02,20.00,21.37,68,68,2174.15,624.52,150.13,13.47,0.93,0.43,13.11,21.22,23.15,13.11,21.22,23.15,70,70,2327.35,686.29,157.60,9.05,3.13,0.95,
2021/10/08T21:08:31z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,81,45,58,990.46,0.05,36568,0,957,12.90,20.00,21.86,12.90,20.00,21.86,68,68,2307.15,663.58,142.98,10.34,2.24,0.85,13.64,22.93,24.75,13.64,22.86,24.75,74,74,2423.25,707.04,172.30,10.16,2.70,1.14,
2021/10/08T21:10:31z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,83,44,59,990.42,0.05,36568,0,1077,12.47,20.02,22.61,12.47,20.02,22.61,68,68,2289.16,662.18,142.84,12.77,2.46,0.81,12.18,20.98,22.19,12.18,20.98,22.19,70,70,2211.00,645.33,152.95,12.91,1.82,1.09,
2021/10/08T21:12:31z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,82,45,58,990.54,0.05,36568,0,1197,11.87,19.87,22.47,11.87,19.87,22.47,67,67,2275.15,656.47,147.27,11.78,2.11,1.09,12.80,20.61,22.47,12.80,20.61,22.47,69,69,2251.98,660.71,159.83,10.08,2.47,1.05,
2021/10/08T21:14:29z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,82,44,58,990.49,nan,36656,0,117,11.58,19.91,22.53,11.58,19.91,22.53,67,67,2203.60,629.65,150.42,13.14,2.42,1.58,12.84,21.05,22.50,12.84,21.05,22.50,70,70,2302.74,680.24,158.16,8.16,2.16,1.21,
2021/10/08T21:16:29z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,83,43,58,990.52,0.05,36568,0,237,12.52,20.80,23.46,12.52,20.80,23.46,69,69,2265.06,661.80,151.63,12.67,2.89,1.93,12.90,22.59,23.98,12.90,22.59,23.98,73,73,2384.28,699.24,164.43,12.55,2.31,0.48,
2021/10/08T21:18:29z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,84,43,59,990.46,0.05,36568,0,357,13.74,20.98,24.72,13.74,20.98,24.72,70,70,2410.21,700.14,158.53,14.74,4.32,2.28,13.14,22.32,25.29,13.14,22.32,25.29,72,72,2317.61,694.32,166.39,14.04,4.07,2.29,
2021/10/08T21:20:29z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,82,45,58,990.48,0.05,36568,0,477,12.07,18.95,19.79,12.07,18.95,19.79,65,65,2197.76,631.48,134.55,9.31,0.86,0.00,13.20,20.96,23.64,13.20,20.96,23.64,70,70,2325.00,685.05,159.80,11.93,4.32,0.93,
2021/10/08T21:22:29z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,81,46,58,990.49,0.05,36568,0,597,13.17,21.62,23.52,13.17,21.62,23.52,71,71,2307.62,679.41,151.72,12.38,1.55,0.86,13.28,23.17,24.79,13.28,23.17,24.79,74,74,2397.52,707.36,176.28,12.76,2.52,0.69,
2021/10/08T21:24:29z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,81,46,58,990.49,0.05,36568,0,717,13.16,21.48,24.57,13.16,21.48,24.57,71,71,2345.95,670.93,165.55,14.98,4.04,0.96,12.86,22.47,24.79,12.86,22.47,24.79,73,73,2301.89,687.82,160.47,15.49,2.84,1.12,
2021/10/08T21:26:29z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,80,46,57,990.42,0.05,36568,0,837,13.19,22.86,24.93,13.19,22.86,24.93,74,74,2431.68,701.86,180.16,12.39,2.81,0.88,14.45,24.21,25.48,14.45,24.21,25.48,76,76,2483.38,742.60,173.67,12.50,1.90,0.52,
2021/10/08T21:28:29z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,80,47,58,990.52,0.05,36568,0,957,13.97,24.78,26.88,13.97,24.78,26.88,78,78,2543.59,739.29,177.19,16.68,2.17,0.71,15.21,24.89,27.04,15.21,24.89,27.04,78,78,2598.27,779.66,199.59,9.45,3.07,1.11,
2021/10/08T21:30:29z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,79,49,58,990.50,0.05,36568,0,1077,14.67,24.03,26.40,14.67,24.03,26.40,76,76,2619.72,751.12,174.14,15.21,3.10,0.52,15.50,27.53,29.76,15.50,27.45,29.76,83,83,2733.67,821.10,216.26,13.47,3.24,1.52,
2021/10/08T21:32:29z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,81,47,59,990.50,0.05,36568,0,1197,12.71,21.91,23.75,12.71,21.91,23.75,72,72,2284.64,659.87,155.02,16.29,1.82,0.58,14.07,25.14,27.07,14.07,25.14,27.07,78,78,2523.41,752.03,189.98,14.53,3.08,0.17,
2021/10/08T21:34:26z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,82,47,59,990.50,nan,36656,0,117,14.07,22.63,26.35,14.07,22.63,26.35,73,73,2467.53,721.02,168.98,15.86,4.28,0.93,14.74,26.28,27.62,14.74,26.28,27.62,81,81,2571.15,764.05,197.44,14.56,2.15,0.77,
2021/10/08T21:36:26z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,81,47,59,990.55,0.05,36568,0,237,13.80,23.98,26.07,13.80,23.98,26.07,76,76,2478.67,723.20,177.69,12.69,2.33,1.30,13.83,23.24,24.41,13.83,23.24,24.41,74,74,2423.02,715.95,177.43,11.76,1.90,0.38,
2021/10/08T21:38:26z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,80,46,57,990.56,0.05,36568,0,357,13.31,22.81,26.34,13.31,22.81,26.34,74,74,2485.91,718.88,177.00,13.62,4.03,2.07,14.11,25.29,27.21,14.11,25.18,27.21,79,79,2553.64,754.93,198.62,13.64,2.68,1.71,
2021/10/08T21:40:26z,84:f3:eb:7d:7:a8,6.01,2.0+OPENLOG+15552 MB+DS3231+BME280+PMSX003-B+PMSX003-A,81,47,59,990.57,0.05,36504,0,477,14.47,24.02,26.09,14.47,24.02,26.09,76,76,2590.11,757.05,182.21,13.60,2.07,0.46,15.69,26.85,28.59,15.69,26.67,28.59,82,82,2655.28,798.63,214.17,12.02,2.93,0.85,
